iteration,node,k_without_i,candidate_k,vram_without_i_fraction,candidate_vram_fraction,center_compute_cost,queue_cost,memory_barrier_increment,center_cost_increment,llm_center_cost_raw,verified_center_cost_increment,llm_numeric_within_tolerance,state_hash,state_reused_in_experiment,persistent_cache_hit,compute_impact,vram_impact,semantic_warning,model,latency_ms,resolved_model,prompt_tokens,completion_tokens,total_tokens,attempts,parse_ok
268,28,69,70,0.8949999999999999,0.9074999999999999,1.3888888888888888,0.21401147064029644,0.26970284124881294,1.8726032007779982,1.8726032007779982,1.8726032007779982,1,fcdf26fecb9c7114501bcb8aff54e9649c5f27d8b43938e060c46144ef38bda3,0,1,0.014492753623188406,0.0125,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1448.9898330066353,deepseek-v4-flash,349,69,418,1,True
269,44,69,70,0.8949999999999999,0.9074999999999999,0.7777777777777778,0.21401147064029644,0.26970284124881294,1.2614920896668873,1.2614920896668873,1.2614920896668873,1,2106e8cbfb87282690d2c5c5ec7014f5f6976b2e0c99d25c3ceab278113847d9,0,1,0.7777777777777778,0.26970284124881294,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1514.1316670342349,deepseek-v4-flash,350,73,423,1,True
270,0,69,70,0.8949999999999999,0.9074999999999999,1.3888888888888888,0.21401147064029644,0.26970284124881294,1.8726032007779982,1.872603200777998,1.8726032007779982,1,6637f7d852d7ec8ed3a254367ee08bfc98ae26ab07754a713a6d12a7c0bbec94,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1167.5640830071643,deepseek-v4-flash,346,62,408,1,True
271,65,70,71,0.9075,0.92625,2.7,0.21402512523750256,0.4809760207994769,3.3950011460369796,3.3950011460369796,3.3950011460369796,1,8bc08196643e631c00d5ddc238890c5f6f63d92b10bc48e74d2f36c06c215630,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1278.9264170569368,deepseek-v4-flash,345,63,408,1,True
272,76,70,71,0.9075,0.92625,2.4,0.21402512523750256,0.4809760207994769,3.0950011460369793,3.0950011460369793,3.0950011460369793,1,5f0fda50e26e93d1c0c8a387dfc7952e336f31a713d3ca28394228766ae1ef5d,0,1,0.0,0.0,none,deepseek-chat,1339.3999169929884,deepseek-v4-flash,345,52,397,1,True
273,65,70,71,0.9075,0.92625,2.7,0.21402512523750256,0.4809760207994769,3.3950011460369796,3.3950011460369796,3.3950011460369796,1,8bc08196643e631c00d5ddc238890c5f6f63d92b10bc48e74d2f36c06c215630,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1278.9264170569368,deepseek-v4-flash,345,63,408,1,True
274,31,70,71,0.9075,0.9199999999999999,1.2777777777777777,0.21402512523750256,0.3094996870138682,1.8013025900291484,1.8013025900291486,1.8013025900291484,1,ca3e0b719b47cbfa7bfa991a6e35688d6929e24b7245f0aac05123848490df92,0,1,0.0,0.0,,deepseek-chat,1053.3753329655156,deepseek-v4-flash,351,50,401,1,True
275,97,71,72,0.9199999999999999,0.9362499999999999,3.170365007584511,0.21403878157723136,0.4716077068582414,3.856011496019984,3.856011496019984,3.856011496019984,1,9b7df2588735adee06d2cf8b3c3626b29304691d40344e3a2eae4fd688d640c7,0,1,0.0,0.0,High VRAM load may cause OOM; consider reducing batch size or steps.,deepseek-chat,2807.780458009802,deepseek-v4-flash,345,65,410,1,True
276,95,70,71,0.9075,0.9199999999999999,0.8888888888888888,0.21402512523750256,0.3094996870138682,1.4124137011402595,1.4124137011402595,1.4124137011402595,1,90aab8a31b3f106e60cdb4dfd90335f0d1437a3acd3694c1ddbd60f97b5aec82,0,1,0.8888888888888888,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1472.869459015783,deepseek-v4-flash,349,73,422,1,True
277,92,70,71,0.9075,0.9199999999999999,0.5555555555555556,0.21402512523750256,0.3094996870138682,1.0790803678069263,1.0790803678069263,1.0790803678069263,1,4e425a7f804e20ba3df0fdaa7938740ebad221b3432e2036cb5194fb2161d133,0,1,0.5555555555555556,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1403.8454170222394,deepseek-v4-flash,349,73,422,1,True
278,2,70,71,0.9075,0.9199999999999999,0.9444444444444444,0.21402512523750256,0.3094996870138682,1.4679692566958151,1.467969256695815,1.4679692566958151,1,b2e7ed5913edaae40ddcb5ec834c8c3f6bde629f9b9fec8df2414c49c290081c,0,1,0.9444444444444444,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1249.1762909921817,deepseek-v4-flash,345,72,417,1,True
279,65,71,72,0.9199999999999999,0.93875,2.7,0.21403878157723136,0.5519479409609982,3.4659867225382297,3.4659867225382297,3.4659867225382297,1,1cbcbf4b25bee77fb6d46ee687b536ff8c35338b237c1ecc4f0416901cfb5718,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1774.1704169893637,deepseek-v4-flash,344,63,407,1,True
280,46,70,71,0.9075,0.9199999999999999,1.0555555555555556,0.21402512523750256,0.3094996870138682,1.5790803678069263,1.5790803678069263,1.5790803678069263,1,0b1ea9f63b50ec79db51318c91303d7fa9db35659898893b718fbd460a6255f1,0,1,0.014285714285714285,0.0125,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1472.0879590022378,deepseek-v4-flash,354,69,423,1,True
281,33,70,71,0.9075,0.9199999999999999,1.4444444444444444,0.21402512523750256,0.3094996870138682,1.9679692566958151,1.967969256695815,1.9679692566958151,1,ec43b33000a4092b9f97be66f6eb3ab02d47f06f5a97fc0aea85d6623676b8be,0,1,0.014285714285714285,0.0125,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1574.9043750111014,deepseek-v4-flash,349,68,417,1,True
282,98,71,72,0.9199999999999999,0.93875,3.6,0.21403878157723136,0.5519479409609982,4.36598672253823,4.36598672253823,4.36598672253823,1,cd0a477ff298175b27dc7246f3b681396ac8d2ece4839e09fed82e9cea699e5c,0,1,0.0,0.0,High VRAM load may cause OOM,deepseek-chat,1353.9805830223486,deepseek-v4-flash,344,58,402,1,True
283,86,70,71,0.9075,0.9199999999999999,0.9444444444444444,0.21402512523750256,0.3094996870138682,1.4679692566958151,1.467969256695815,1.4679692566958151,1,99cffb2f7741ce9309d2edcb697a01bbe8aea7e82d535f31b77a3ecc88a35a82,0,1,0.9444444444444444,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1591.9212920125574,deepseek-v4-flash,349,72,421,1,True
284,45,70,71,0.905,0.92,2.416666666666667,0.21402512523750256,0.36645003231025175,2.997141824214421,2.997141824214421,2.997141824214421,1,b053ac85e911bc59d53acb6e1af485c96153ebd27c645eee93711ff63ad8b72f,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1173.8045410020277,deepseek-v4-flash,352,62,414,1,True
285,39,70,71,0.9075,0.9199999999999999,1.7222222222222223,0.21402512523750256,0.3094996870138682,2.245747034473593,2.245747034473593,2.245747034473593,1,ac2dbc0fecc1648dae150490e081625ff4aabeb59cfb4e12fef849f52a6063d2,0,1,0.014285714285714285,0.0125,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1245.006832992658,deepseek-v4-flash,346,68,414,1,True
286,84,70,71,0.9075,0.9199999999999999,1.1111111111111112,0.21402512523750256,0.3094996870138682,1.6346359233624819,1.634635923362482,1.6346359233624819,1,5e29403f68ad5ba5d4a553ff14b2df7fa50f93950747a3f3937008bfe91aa0c6,0,1,0.014285714285714285,0.013774104683195593,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1422.4031660123728,deepseek-v4-flash,349,72,421,1,True
287,69,71,72,0.9199999999999999,0.93875,2.6536983409178445,0.21403878157723136,0.5519479409609982,3.419685063456074,3.419685063456074,3.419685063456074,1,006cf0ab6110fb44e21c65d57ac323b9456d23952a9fd0b9af9eda8a2ef3fbe3,0,1,0.014084507042253521,0.020380434782608696,High VRAM load may cause OOM; consider reducing num_images or steps.,deepseek-chat,1739.6596670150757,deepseek-v4-flash,345,75,420,1,True
288,75,70,71,0.9075,0.9199999999999999,0.8333333333333334,0.21402512523750256,0.3094996870138682,1.3568581455847042,1.3568581455847042,1.3568581455847042,1,2fb512ea17d5e3735ba1a22770511be92fb16642b09ef3dbac6f23b0487c0b8c,0,1,0.8333333333333334,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1692.9276249720715,deepseek-v4-flash,346,73,419,1,True
289,74,70,71,0.9075,0.9199999999999999,0.5555555555555556,0.21402512523750256,0.3094996870138682,1.0790803678069263,1.0790803678069263,1.0790803678069263,1,e316a9c693c0604aefff9d59145d0a7cdbfd7c4cdfc822dd9d1669f97e3f24d2,0,1,0.5555555555555556,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1409.4334590481594,deepseek-v4-flash,346,73,419,1,True
290,18,70,71,0.9075,0.9199999999999999,0.9444444444444444,0.21402512523750256,0.3094996870138682,1.4679692566958151,1.467969256695815,1.4679692566958151,1,d06d2c75d679958eaddc658e044cf3936e51cde10ee19111143cb8db7ae22487,0,1,0.9444444444444444,0.3094996870138682,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1241.530125029385,deepseek-v4-flash,349,72,421,1,True
291,71,70,71,0.9049999999999999,0.9199999999999999,2.416666666666667,0.21402512523750256,0.3664500323102513,2.9971418242144208,2.997141824214421,2.9971418242144208,1,481fd9944cc6b68cadf997831cd1b5d4be92d2111c89bc84b825021d97d5d56b,0,1,0.01428571428571429,0.016574585635359115,High VRAM load may cause OOM; consider reducing steps or batch size.,deepseek-chat,1576.1666659964249,deepseek-v4-flash,349,75,424,1,True
292,71,70,71,0.9049999999999999,0.9199999999999999,2.416666666666667,0.21402512523750256,0.3664500323102513,2.9971418242144208,2.997141824214421,2.9971418242144208,1,481fd9944cc6b68cadf997831cd1b5d4be92d2111c89bc84b825021d97d5d56b,1,1,0.01428571428571429,0.016574585635359115,High VRAM load may cause OOM; consider reducing steps or batch size.,deepseek-chat,1576.1666659964249,deepseek-v4-flash,349,75,424,1,True
293,36,69,70,0.8924999999999998,0.9049999999999998,1.5,0.21401147064029644,0.26237991265430005,1.9763913832945965,1.9763913832945965,1.9763913832945965,1,ecb9a481d52455d79c47898bcdc04ed23572a63a78162f23d6d12ce604ca6a6e,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1162.1439160080627,deepseek-v4-flash,344,63,407,1,True
294,50,69,70,0.8924999999999998,0.9049999999999998,1.2777777777777777,0.21401147064029644,0.26237991265430005,1.7541691610723742,1.7541691610723742,1.7541691610723742,1,124eb3cb221a0a95d23c53c369e2e2cb29cc1b6ac7a767609e86bbda69add869,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1354.1822920087725,deepseek-v4-flash,351,63,414,1,True
295,96,69,70,0.8925,0.9049999999999999,0.7777777777777778,0.21401147064029644,0.2623799126543003,1.2541691610723746,1.2541691610723744,1.2541691610723746,1,1f5591db7ca400b4c78a92be03eafb318f2d46e55a9b81d37d9a4b992528363c,0,1,0.7777777777777778,0.2623799126543003,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1954.0508749778382,deepseek-v4-flash,351,73,424,1,True
296,75,69,70,0.8924999999999998,0.9049999999999998,0.8333333333333334,0.21401147064029644,0.26237991265430005,1.3097247166279298,1.30972471662793,1.3097247166279298,1,b35f4bb3c95d737a263de27f67ec0246f29a17bd36483587f20f8f186eff4b23,0,1,0.8333333333333334,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1287.057624955196,deepseek-v4-flash,346,72,418,1,True
297,25,69,70,0.8887499999999999,0.9049999999999999,6.503698340917845,0.21401147064029644,0.3343059931299197,7.052015804688061,7.052015804688061,7.052015804688061,1,304587a899d1369ca219230f0d4a35bf04351c6dffb608974863f8566a7d4c53,0,1,0.014492753623188406,0.018267,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1313.5457080206834,deepseek-v4-flash,349,68,417,1,True
298,13,69,70,0.8924999999999998,0.9049999999999998,0.9333333333333333,0.21401147064029644,0.26237991265430005,1.4097247166279299,1.40972471662793,1.4097247166279299,1,6eb5d7f0d60058b9a0aafbc1cd42f8930631134ab2507cc4981253155de23478,0,1,0.9333333333333333,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1263.87516700197,deepseek-v4-flash,350,72,422,1,True
299,56,70,71,0.9049999999999999,0.92375,2.6536983409178445,0.21402512523750256,0.46791663647976023,3.3356401026351072,3.335640102635107,3.3356401026351072,1,97f2a644992f3045c57f2a9c5a462230e056e691ff0c22f4df8fcbcbae0265a7,0,1,0.014285714285714285,0.0207182320441989,High VRAM load may cause OOM; consider reducing batch size or steps.,deepseek-chat,1945.559041982051,deepseek-v4-flash,348,75,423,1,True
300,8,69,70,0.8924999999999998,0.9049999999999998,1.2222222222222223,0.21401147064029644,0.26237991265430005,1.6986136055168188,1.698613605516819,1.6986136055168188,1,6ec62e34d897d2924ff85ce41793c99b059023705d3f14795c6e0a921070b231,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency and risk OOM.,deepseek-chat,1610.6921669561416,deepseek-v4-flash,346,76,422,1,True
301,47,69,70,0.8924999999999998,0.9049999999999998,0.6111111111111112,0.21401147064029644,0.26237991265430005,1.0875024944057077,1.0875024944057077,1.0875024944057077,1,fb87fdfa4c9fed99577f692941e3954f18a95806f5360e1c80b60c508c910302,0,1,0.6111111111111112,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1339.8082079947926,deepseek-v4-flash,346,73,419,1,True
302,18,69,70,0.8924999999999998,0.9049999999999998,0.9444444444444444,0.21401147064029644,0.26237991265430005,1.420835827739041,1.420835827739041,1.420835827739041,1,1e22980a030b2fc11618545ca15cd852a3a2a2af83b6c649c1f117b4af15fe2f,0,1,0.9444444444444444,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1272.8781250189058,deepseek-v4-flash,349,73,422,1,True
303,54,70,71,0.9049999999999999,0.92375,2.6536983409178445,0.21402512523750256,0.46791663647976023,3.3356401026351072,3.335640102635107,3.3356401026351072,1,fec7bc4428e2ce4d5a8a69e9a4ce91b39e955d6bc69b1f9779f6d275bf50da5e,0,1,0.02,0.01875,High VRAM load may cause OOM; consider reducing num_images or steps.,deepseek-chat,1705.2054170053452,deepseek-v4-flash,345,66,411,1,True
304,95,69,70,0.8924999999999998,0.9049999999999998,0.8888888888888888,0.21401147064029644,0.26237991265430005,1.3652802721834854,1.3652802721834854,1.3652802721834854,1,b02116bba92869d6c7c77f6345f76010a0bbc8c9b1c8a7aefff083546cbbf1c4,0,1,0.8888888888888888,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1535.532416019123,deepseek-v4-flash,349,73,422,1,True
305,98,70,71,0.9049999999999999,0.92375,3.6,0.21402512523750256,0.46791663647976023,4.281941761717263,4.281941761717263,4.281941761717263,1,6768c50c8df1cb14e8eb6204cb5e7fc83095bd43df8ead73209fe994795fae0f,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1433.322082972154,deepseek-v4-flash,344,62,406,1,True
306,3,69,70,0.8924999999999998,0.9049999999999998,1.6666666666666667,0.21401147064029644,0.26237991265430005,2.1430580499612635,2.143058049961263,2.1430580499612635,1,5405aa5491886cab69a3c8460613be9b8141bbaaaefd478410e5b39345122da5,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1287.2352920239791,deepseek-v4-flash,346,72,418,1,True
307,84,69,70,0.8924999999999998,0.9049999999999998,1.1111111111111112,0.21401147064029644,0.26237991265430005,1.5875024944057077,1.5875024944057077,1.5875024944057077,1,3bdf3f06842d1237990374531c6a99a195f04d9232b4ba119ebbf5363574f72f,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; consider offloading to edge.,deepseek-chat,1471.0363749763928,deepseek-v4-flash,349,73,422,1,True
308,49,69,70,0.8924999999999998,0.9049999999999998,1.8888888888888888,0.21401147064029644,0.26237991265430005,2.365280272183485,2.365280272183485,2.365280272183485,1,e44b9e53cdfe895ed82bf599adf5aa9b329af036629e764241a11e8aa1e6032f,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1769.3542080232874,deepseek-v4-flash,349,62,411,1,True
309,65,70,71,0.9049999999999999,0.92375,2.7,0.21402512523750256,0.46791663647976023,3.381941761717263,3.381941761717263,3.381941761717263,1,efa9ddfe3a77ca2070108399d377882fa7a3fa5c480a97e68a64330bdaf442c8,0,1,0.0,0.0,,deepseek-chat,936.4680840517394,deepseek-v4-flash,344,50,394,1,True
310,38,69,70,0.8924999999999998,0.9049999999999998,0.5555555555555556,0.21401147064029644,0.26237991265430005,1.031946938850152,1.031946938850152,1.031946938850152,1,cff306fe7ee51afd1e009a28084ddae45202b4a292e64eb62a300e0f2eae0902,0,1,0.5555555555555556,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1319.3622920080088,deepseek-v4-flash,349,72,421,1,True
311,85,70,71,0.9049999999999999,0.92375,3.9536983409178443,0.21402512523750256,0.46791663647976023,4.635640102635107,4.635640102635107,4.635640102635107,1,6f13291f84f3ce35bd4488f3b203d3e15fd62ee549be3e026ee63f0a27447bdf,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1295.2126669697464,deepseek-v4-flash,345,62,407,1,True
312,94,70,71,0.9049999999999999,0.92375,3.8536983409178447,0.21402512523750256,0.46791663647976023,4.535640102635107,4.535640102635107,4.535640102635107,1,3167ea4eb8d38b8218bcc210e047af6f71c36d308e54934b1c56eebd7d241f33,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1203.8482500356622,deepseek-v4-flash,346,62,408,1,True
313,41,70,71,0.9049999999999999,0.92375,4.1,0.21402512523750256,0.46791663647976023,4.781941761717262,4.781941761717263,4.781941761717262,1,f3032c49bdabdf065a630464da5b881cb20d4583846417686bf8e5523b710de5,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1215.3991669765674,deepseek-v4-flash,341,62,403,1,True
314,97,70,71,0.9049999999999999,0.9212499999999999,3.170365007584511,0.21402512523750256,0.3998077998929146,3.784197932714928,3.784197932714928,3.784197932714928,1,43f61fb8f366dfc7dc5730a91c770b7ed233a160af79acb8606b5930599994e7,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1100.2351659699343,deepseek-v4-flash,345,62,407,1,True
315,20,69,70,0.8899999999999999,0.9049999999999999,2.3333333333333335,0.21401147064029644,0.3106598536412124,2.858004657614842,2.858004657614842,2.858004657614842,1,4abfcbde332d7958c1c606881d69cd3d594859fceb54fef3c9977ab34848a748,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1335.5742910061963,deepseek-v4-flash,348,62,410,1,True
316,73,70,71,0.9049999999999999,0.9274999999999999,2.083333333333333,0.21402512523750256,0.5736605875657266,2.871019046136562,2.871019046136562,2.871019046136562,1,ff640332ea2de27747aa51caf77495a080d8b4174b847198d34dcf3611eeb94b,0,1,0.014285714285714285,0.0225,High VRAM load may cause OOM; consider reducing batch size or steps.,deepseek-chat,1418.2320410036482,deepseek-v4-flash,345,71,416,1,True
317,16,69,70,0.8924999999999998,0.9049999999999998,0.5555555555555556,0.21401147064029644,0.26237991265430005,1.031946938850152,1.031946938850152,1.031946938850152,1,76a2eca53e7af1d30ef32265a03c4e90ff4ddd85019abd66dbbc6d91d481fa17,0,1,0.5555555555555556,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1315.1286669890396,deepseek-v4-flash,346,72,418,1,True
318,51,69,70,0.8924999999999998,0.9049999999999998,1.4444444444444444,0.21401147064029644,0.26237991265430005,1.920835827739041,1.920835827739041,1.920835827739041,1,b6f068d2d705947d87d017cde24fb210e193ffc428a706a884474ed46411d275,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1783.459915954154,deepseek-v4-flash,349,72,421,1,True
319,79,69,70,0.8924999999999998,0.9049999999999998,1.1666666666666667,0.21401147064029644,0.26237991265430005,1.6430580499612633,1.6430580499612633,1.6430580499612633,1,deabe3cfc39eeb0521464104f4e5d4f0b2fa80ead4d9b0e87ed957d0b89c46ef,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1645.991833996959,deepseek-v4-flash,345,73,418,1,True
320,35,69,70,0.8924999999999998,0.9049999999999998,1.1111111111111112,0.21401147064029644,0.26237991265430005,1.5875024944057077,1.5875024944057077,1.5875024944057077,1,29a32eed668e96aa76aba29fb758edd3658c1f64e7d6e8e1bfc47fb2ec2805f4,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1540.1307920110412,deepseek-v4-flash,349,73,422,1,True
321,89,70,71,0.9049999999999999,0.9274999999999999,2.083333333333333,0.21402512523750256,0.5736605875657266,2.871019046136562,2.871019046136562,2.871019046136562,1,d105c8131bf5b3c19fd6e0e816cc6df84e60bb6400763398f637bebcdb28186b,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1158.2862919894978,deepseek-v4-flash,345,62,407,1,True
322,64,69,70,0.8924999999999998,0.9049999999999998,1.2222222222222223,0.21401147064029644,0.26237991265430005,1.6986136055168188,1.6986136055168188,1.6986136055168188,1,02cc8338ae1aa8838025a9df2d5e009245d6f01fa4d0a5b2704b6bd9ccd09eaa,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1603.9119580527768,deepseek-v4-flash,349,73,422,1,True
323,86,69,70,0.8924999999999998,0.9049999999999998,0.9444444444444444,0.21401147064029644,0.26237991265430005,1.420835827739041,1.420835827739041,1.420835827739041,1,6e81949be00bd9a4b843832c58a318b9f24df3d38e7d87bbfec99fb60d4a5026,0,1,0.9444444444444444,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1334.1311250114813,deepseek-v4-flash,349,73,422,1,True
324,94,70,71,0.9049999999999999,0.92375,3.8536983409178447,0.21402512523750256,0.46791663647976023,4.535640102635107,4.535640102635107,4.535640102635107,1,3167ea4eb8d38b8218bcc210e047af6f71c36d308e54934b1c56eebd7d241f33,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1203.8482500356622,deepseek-v4-flash,346,62,408,1,True
325,24,69,70,0.8924999999999998,0.9049999999999998,1.1111111111111112,0.21401147064029644,0.26237991265430005,1.5875024944057077,1.5875024944057077,1.5875024944057077,1,a8f02cb6831f9853c37631ee21d572728f525303797dddee9ebcd27212437443,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1315.1228339993395,deepseek-v4-flash,346,63,409,1,True
326,12,69,70,0.8899999999999999,0.9049999999999999,4.0,0.21401147064029644,0.3106598536412124,4.524671324281509,4.524671324281509,4.524671324281509,1,0f9e525f8f3248a49d20ea3d39ffa4702bfd27c45717bc2c3d56ede3b1e2c96c,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1560.558333992958,deepseek-v4-flash,343,62,405,1,True
327,15,69,70,0.8924999999999998,0.9049999999999998,1.1111111111111112,0.21401147064029644,0.26237991265430005,1.5875024944057077,1.5875024944057077,1.5875024944057077,1,211858cffb7cdd3890240bb18efbed5003a64884a687d0aed7eb9edc6707549c,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1670.3120419988409,deepseek-v4-flash,346,73,419,1,True
328,1,69,70,0.8924999999999998,0.9049999999999998,0.7777777777777778,0.21401147064029644,0.26237991265430005,1.2541691610723742,1.2541691610723742,1.2541691610723742,1,ca37e85298005b31d8af165fdbae03e52435ae06b181760099b2cbf7e852911a,0,1,0.7777777777777778,0.26237991265430005,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1690.019959001802,deepseek-v4-flash,354,73,427,1,True
329,0,69,70,0.8924999999999998,0.9049999999999998,1.3888888888888888,0.21401147064029644,0.26237991265430005,1.8652802721834854,1.8652802721834854,1.8652802721834854,1,59180a8f13cd3bca5222aac78a3c6fdc9baede48c50f869f111db912e8d465da,0,1,0.014492753623188406,0.014005602240896357,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1649.8293330078013,deepseek-v4-flash,346,73,419,1,True
330,52,69,70,0.8899999999999999,0.9049999999999999,2.416666666666667,0.21401147064029644,0.3106598536412124,2.941337990948176,2.941337990948176,2.941337990948176,1,4ea843b74a78e8d96fd7eb80dba53bdf57b692583e118b189e0f8b98d22e28ae,0,1,0.014492753623188406,0.01685393258426966,High VRAM load may cause OOM; consider reducing num_images or steps.,deepseek-chat,1668.279542005621,deepseek-v4-flash,349,75,424,1,True
331,4,68,69,0.8775,0.8899999999999999,1.2666666666666666,0.21399781778527954,0.22243388750630189,1.703098371958248,1.703098371958248,1.703098371958248,1,deca7c3cf070b5fdf3b1669f71a33f8b5226b01757ea2a7f405bbe1c97d52b76,0,1,0.05,0.0125,High congestion; offloading may increase latency.,deepseek-chat,1461.5263330051675,deepseek-v4-flash,353,59,412,1,True
332,94,69,70,0.8899999999999999,0.90875,3.8536983409178447,0.21401147064029644,0.3966786764587338,4.464388488016875,4.464388488016875,4.464388488016875,1,1cb372904f456cbf5a10d38e8a1f62c296b9936d24c0cd794e32339032a0cbc4,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,2037.744749977719,deepseek-v4-flash,346,62,408,1,True
333,81,69,70,0.8899999999999999,0.9124999999999999,2.1666666666666665,0.21401147064029644,0.48632364158728714,2.8670017788942497,2.86700177889425,2.8670017788942497,1,328a1355d431aaa9802162d74433abfb86e86e80bb4cd4f5c50a15cdf3319562,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1660.2912080124952,deepseek-v4-flash,346,62,408,1,True
334,91,68,69,0.8775,0.8899999999999999,0.7222222222222222,0.21399781778527954,0.22243388750630189,1.1586539275138037,1.1586539275138037,1.1586539275138037,1,1fdee8377babe70f1a71ae2e5d295654e9b428e4b654121ef19c2d5217e0767a,0,1,0.7222222222222222,0.22243388750630189,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1501.555249968078,deepseek-v4-flash,354,73,427,1,True
335,75,68,69,0.8775,0.8899999999999999,0.8333333333333334,0.21399781778527954,0.22243388750630189,1.2697650386249149,1.2697650386249149,1.2697650386249149,1,d411fc956f585cfd898e232a2c557f8f9b2dbf096a3dbf92cfc62d234bf24452,0,1,0.8333333333333334,0.22243388750630189,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1338.8822919805534,deepseek-v4-flash,346,73,419,1,True
336,89,69,70,0.8899999999999999,0.9124999999999999,2.083333333333333,0.21401147064029644,0.48632364158728714,2.7836684455609166,2.7836684455609166,2.7836684455609166,1,1ec57a062fec69c033f3e4f65d168d320d239809e5d14ddad4ebbcc4e842a53d,0,1,0.014492753623188406,0.025280898876404494,High VRAM load may cause OOM; consider reducing num_images or steps.,deepseek-chat,2146.2066670064814,deepseek-v4-flash,345,76,421,1,True
337,20,68,69,0.875,0.89,2.3333333333333335,0.21399781778527954,0.263363449734044,2.810694600852657,2.810694600852657,2.810694600852657,1,e8303ef502cb3458554d8a397142c78d647757105041e522de8662cc945598ce,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1481.1923750094138,deepseek-v4-flash,347,62,409,1,True
